Shop_ID,Shop_Name,Location,Date,Product_ID,Product_Name,Quantity_Sold,Unit_Price,Total_Sales,Cost_Price_Per_Unit,Total_Cost,Profit
S006,Shop_6,Bangalore,2025-06-28,P119,Detergent,178,38,6764,39,6942,-178
S017,Shop_17,Hyderabad,2025-02-06,P102,Bread,57,25,1425,20,1140,285
S007,Shop_7,Delhi,2025-02-25,P102,Bread,31,86,2666,73,2263,403
S003,Shop_3,Chennai,2025-02-08,P108,Oil,69,11,759,15,1035,-276
S006,Shop_6,Chennai,2025-04-06,P104,Cheese,126,59,7434,58,7308,126
S002,Shop_2,Chennai,2025-06-17,P105,Eggs,33,56,1848,42,1386,462
S010,Shop_10,Bangalore,2025-03-04,P114,Shampoo,144,90,12960,78,11232,1728
S016,Shop_16,Pune,2025-02-21,P116,Salt,152,60,9120,49,7448,1672
S018,Shop_18,Chennai,2025-05-18,P104,Cheese,97,66,6402,61,5917,485
S002,Shop_2,Kolkata,2025-03-21,P107,Rice,196,81,15876,69,13524,2352
S014,Shop_14,Pune,2025-03-13,P101,Milk,177,68,12036,61,10797,1239
S003,Shop_3,Hyderabad,2025-03-29,P120,Snacks,124,29,3596,25,3100,496
S002,Shop_2,Pune,2025-01-16,P104,Cheese,41,79,3239,75,3075,164
S010,Shop_10,Hyderabad,2025-01-29,P112,Biscuits,197,49,9653,35,6895,2758
S017,Shop_17,Pune,2025-05-19,P111,Coffee,63,50,3150,35,2205,945
S008,Shop_8,Bangalore,2025-03-02,P107,Rice,40,86,3440,74,2960,480
S017,Shop_17,Chennai,2025-04-08,P113,Soap,151,86,12986,75,11325,1661
S020,Shop_20,Kolkata,2025-05-16,P104,Cheese,186,20,3720,13,2418,1302
S010,Shop_10,Mumbai,2025-03-27,P117,Cereal,145,29,4205,18,2610,1595
S002,Shop_2,Ahmedabad,2025-04-19,P104,Cheese,131,57,7467,62,8122,-655
S016,Shop_16,Kolkata,2025-05-05,P119,Detergent,175,22,3850,18,3150,700
S008,Shop_8,Chennai,2025-05-18,P118,Flour,59,33,1947,29,1711,236
S007,Shop_7,Lucknow,2025-02-09,P114,Shampoo,43,87,3741,83,3569,172
S016,Shop_16,Mumbai,2025-06-12,P115,Toothpaste,172,93,15996,90,15480,516
S003,Shop_3,Kolkata,2025-03-05,P105,Eggs,92,44,4048,37,3404,644
S006,Shop_6,Delhi,2025-04-08,P113,Soap,199,94,18706,95,18905,-199
S005,Shop_5,Jaipur,2025-02-13,P102,Bread,165,89,14685,81,13365,1320
S013,Shop_13,Bangalore,2025-05-06,P102,Bread,159,77,12243,76,12084,159
S015,Shop_15,Jaipur,2025-02-19,P118,Flour,67,75,5025,77,5159,-134
S008,Shop_8,Kolkata,2025-06-23,P119,Detergent,115,82,9430,87,10005,-575
S008,Shop_8,Kolkata,2025-05-16,P108,Oil,169,29,4901,20,3380,1521
S001,Shop_1,Bangalore,2025-05-01,P117,Cereal,102,36,3672,22,2244,1428
S011,Shop_11,Pune,2025-04-12,P107,Rice,63,54,3402,48,3024,378
S016,Shop_16,Mumbai,2025-06-13,P115,Toothpaste,33,78,2574,63,2079,495
S005,Shop_5,Hyderabad,2025-01-21,P107,Rice,54,29,1566,34,1836,-270
S014,Shop_14,Pune,2025-02-19,P117,Cereal,130,40,5200,34,4420,780
S008,Shop_8,Ahmedabad,2025-03-17,P105,Eggs,82,32,2624,22,1804,820
S016,Shop_16,Kolkata,2025-04-22,P102,Bread,193,40,7720,43,8299,-579
S005,Shop_5,Lucknow,2025-04-03,P107,Rice,16,62,992,67,1072,-80
S006,Shop_6,Hyderabad,2025-01-07,P112,Biscuits,124,94,11656,82,10168,1488
S012,Shop_12,Delhi,2025-02-28,P120,Snacks,167,70,11690,68,11356,334
S006,Shop_6,Ahmedabad,2025-06-16,P103,Butter,82,11,902,-4,-328,1230
S008,Shop_8,Jaipur,2025-06-24,P113,Soap,69,92,6348,77,5313,1035
S017,Shop_17,Kolkata,2025-03-04,P105,Eggs,141,39,5499,40,5640,-141
S018,Shop_18,Jaipur,2025-05-23,P116,Salt,160,66,10560,64,10240,320
S016,Shop_16,Bangalore,2025-03-15,P111,Coffee,47,32,1504,35,1645,-141
S009,Shop_9,Bangalore,2025-03-19,P113,Soap,155,30,4650,18,2790,1860
S003,Shop_3,Jaipur,2025-02-07,P108,Oil,80,60,4800,56,4480,320
S001,Shop_1,Mumbai,2025-05-29,P105,Eggs,109,39,4251,28,3052,1199
S008,Shop_8,Jaipur,2025-06-18,P106,Juice,159,72,11448,77,12243,-795
S016,Shop_16,Chennai,2025-06-23,P115,Toothpaste,150,83,12450,79,11850,600
S009,Shop_9,Mumbai,2025-02-20,P101,Milk,63,88,5544,80,5040,504
S019,Shop_19,Bangalore,2025-05-05,P104,Cheese,46,35,1610,21,966,644
S015,Shop_15,Kolkata,2025-03-17,P115,Toothpaste,55,25,1375,25,1375,0
S005,Shop_5,Kolkata,2025-05-31,P120,Snacks,33,34,1122,27,891,231
S002,Shop_2,Delhi,2025-01-03,P114,Shampoo,138,78,10764,64,8832,1932
S004,Shop_4,Delhi,2025-04-30,P108,Oil,45,13,585,0,0,585
S018,Shop_18,Kolkata,2025-03-26,P119,Detergent,67,83,5561,86,5762,-201
S005,Shop_5,Chennai,2025-02-28,P115,Toothpaste,186,34,6324,20,3720,2604
S007,Shop_7,Hyderabad,2025-06-24,P112,Biscuits,58,33,1914,29,1682,232
S010,Shop_10,Chennai,2025-06-12,P112,Biscuits,112,48,5376,48,5376,0
S006,Shop_6,Mumbai,2025-05-24,P113,Soap,80,64,5120,54,4320,800
S018,Shop_18,Delhi,2025-06-25,P111,Coffee,55,65,3575,58,3190,385
S015,Shop_15,Chennai,2025-05-18,P118,Flour,36,11,396,14,504,-108
S017,Shop_17,Chennai,2025-02-26,P111,Coffee,139,43,5977,29,4031,1946
S017,Shop_17,Pune,2025-01-25,P107,Rice,123,45,5535,43,5289,246
S005,Shop_5,Bangalore,2025-06-25,P108,Oil,148,27,3996,31,4588,-592
S013,Shop_13,Jaipur,2025-06-17,P117,Cereal,27,31,837,18,486,351
S004,Shop_4,Mumbai,2025-02-12,P103,Butter,46,83,3818,76,3496,322
S012,Shop_12,Lucknow,2025-03-06,P107,Rice,108,54,5832,44,4752,1080
S004,Shop_4,Jaipur,2025-04-21,P114,Shampoo,27,48,1296,50,1350,-54
S008,Shop_8,Hyderabad,2025-04-13,P113,Soap,108,57,6156,48,5184,972
S012,Shop_12,Lucknow,2025-01-06,P113,Soap,44,64,2816,69,3036,-220
S002,Shop_2,Delhi,2025-03-10,P108,Oil,178,36,6408,28,4984,1424
S018,Shop_18,Pune,2025-04-22,P116,Salt,153,77,11781,72,11016,765
S020,Shop_20,Bangalore,2025-06-17,P109,Sugar,111,51,5661,54,5994,-333
S002,Shop_2,Kolkata,2025-02-18,P104,Cheese,32,49,1568,40,1280,288
S003,Shop_3,Ahmedabad,2025-03-22,P105,Eggs,122,37,4514,39,4758,-244
S013,Shop_13,Pune,2025-04-27,P110,Tea,94,71,6674,69,6486,188
S012,Shop_12,Mumbai,2025-03-24,P106,Juice,175,64,11200,62,10850,350
S013,Shop_13,Jaipur,2025-02-09,P119,Detergent,96,67,6432,56,5376,1056
S002,Shop_2,Delhi,2025-03-04,P120,Snacks,137,31,4247,35,4795,-548
S013,Shop_13,Jaipur,2025-04-19,P118,Flour,42,53,2226,55,2310,-84
S011,Shop_11,Ahmedabad,2025-03-01,P104,Cheese,107,20,2140,8,856,1284
S004,Shop_4,Ahmedabad,2025-02-19,P106,Juice,23,22,506,7,161,345
S001,Shop_1,Lucknow,2025-05-25,P109,Sugar,166,59,9794,51,8466,1328
S020,Shop_20,Mumbai,2025-04-08,P119,Detergent,89,93,8277,88,7832,445
S017,Shop_17,Lucknow,2025-01-01,P113,Soap,39,37,1443,39,1521,-78
S007,Shop_7,Kolkata,2025-02-20,P120,Snacks,137,85,11645,73,10001,1644
S011,Shop_11,Jaipur,2025-06-16,P108,Oil,23,15,345,17,391,-46
S020,Shop_20,Mumbai,2025-02-15,P109,Sugar,179,36,6444,24,4296,2148
S010,Shop_10,Pune,2025-01-23,P115,Toothpaste,194,38,7372,43,8342,-970
S005,Shop_5,Mumbai,2025-06-01,P117,Cereal,118,86,10148,72,8496,1652
S006,Shop_6,Kolkata,2025-06-30,P111,Coffee,113,95,10735,81,9153,1582
S006,Shop_6,Bangalore,2025-03-15,P111,Coffee,153,48,7344,45,6885,459
S017,Shop_17,Chennai,2025-01-29,P114,Shampoo,143,55,7865,50,7150,715
S001,Shop_1,Lucknow,2025-04-01,P116,Salt,35,73,2555,64,2240,315
S013,Shop_13,Jaipur,2025-05-08,P104,Cheese,43,11,473,13,559,-86
S003,Shop_3,Bangalore,2025-05-19,P107,Rice,187,11,2057,-1,-187,2244
S004,Shop_4,Lucknow,2025-06-09,P117,Cereal,135,12,1620,11,1485,135
S018,Shop_18,Mumbai,2025-04-02,P120,Snacks,126,58,7308,56,7056,252
S002,Shop_2,Chennai,2025-04-12,P101,Milk,74,52,3848,49,3626,222
S009,Shop_9,Mumbai,2025-04-26,P110,Tea,96,16,1536,11,1056,480
S006,Shop_6,Bangalore,2025-06-08,P106,Juice,188,87,16356,75,14100,2256
S001,Shop_1,Pune,2025-03-27,P101,Milk,180,33,5940,32,5760,180
S006,Shop_6,Ahmedabad,2025-06-20,P109,Sugar,104,89,9256,91,9464,-208
S005,Shop_5,Lucknow,2025-04-18,P106,Juice,149,99,14751,98,14602,149
S005,Shop_5,Hyderabad,2025-06-07,P112,Biscuits,158,25,3950,10,1580,2370
S010,Shop_10,Jaipur,2025-04-30,P103,Butter,160,67,10720,64,10240,480
S008,Shop_8,Bangalore,2025-05-18,P117,Cereal,141,62,8742,60,8460,282
S015,Shop_15,Lucknow,2025-05-31,P102,Bread,137,50,6850,53,7261,-411
S009,Shop_9,Bangalore,2025-03-03,P101,Milk,34,41,1394,37,1258,136
S017,Shop_17,Chennai,2025-05-28,P102,Bread,91,83,7553,85,7735,-182
S016,Shop_16,Pune,2025-04-01,P115,Toothpaste,77,66,5082,63,4851,231
S003,Shop_3,Bangalore,2025-04-14,P103,Butter,154,100,15400,95,14630,770
S011,Shop_11,Kolkata,2025-06-23,P116,Salt,199,58,11542,44,8756,2786
S005,Shop_5,Bangalore,2025-02-09,P104,Cheese,55,33,1815,21,1155,660
S017,Shop_17,Chennai,2025-01-27,P111,Coffee,95,98,9310,92,8740,570
S002,Shop_2,Hyderabad,2025-06-15,P101,Milk,199,91,18109,84,16716,1393
S018,Shop_18,Bangalore,2025-05-20,P115,Toothpaste,76,24,1824,28,2128,-304
S007,Shop_7,Delhi,2025-05-28,P118,Flour,46,74,3404,65,2990,414
S019,Shop_19,Hyderabad,2025-04-29,P119,Detergent,104,48,4992,42,4368,624
S009,Shop_9,Lucknow,2025-05-31,P101,Milk,196,92,18032,82,16072,1960
S015,Shop_15,Lucknow,2025-05-07,P109,Sugar,139,34,4726,34,4726,0
S003,Shop_3,Kolkata,2025-05-19,P106,Juice,23,86,1978,91,2093,-115
S016,Shop_16,Pune,2025-05-25,P116,Salt,99,74,7326,64,6336,990
S007,Shop_7,Lucknow,2025-01-29,P120,Snacks,152,20,3040,20,3040,0
S010,Shop_10,Ahmedabad,2025-06-18,P118,Flour,114,32,3648,32,3648,0
S010,Shop_10,Chennai,2025-05-08,P106,Juice,200,10,2000,1,200,1800
S016,Shop_16,Pune,2025-02-07,P120,Snacks,174,48,8352,43,7482,870
S017,Shop_17,Ahmedabad,2025-03-30,P105,Eggs,91,80,7280,73,6643,637
S017,Shop_17,Hyderabad,2025-06-16,P103,Butter,176,75,13200,78,13728,-528
S001,Shop_1,Delhi,2025-03-13,P119,Detergent,160,25,4000,21,3360,640
S018,Shop_18,Bangalore,2025-03-09,P112,Biscuits,10,75,750,66,660,90
S014,Shop_14,Lucknow,2025-02-28,P120,Snacks,91,23,2093,24,2184,-91
S003,Shop_3,Bangalore,2025-01-15,P116,Salt,148,42,6216,42,6216,0
S019,Shop_19,Lucknow,2025-03-12,P113,Soap,169,25,4225,14,2366,1859
S017,Shop_17,Delhi,2025-06-24,P104,Cheese,157,85,13345,88,13816,-471
S004,Shop_4,Kolkata,2025-03-26,P102,Bread,36,30,1080,32,1152,-72
S012,Shop_12,Jaipur,2025-06-13,P113,Soap,189,82,15498,72,13608,1890
S005,Shop_5,Kolkata,2025-02-04,P109,Sugar,91,44,4004,37,3367,637
S017,Shop_17,Delhi,2025-02-28,P103,Butter,149,80,11920,70,10430,1490
S010,Shop_10,Jaipur,2025-04-14,P101,Milk,176,10,1760,1,176,1584
S001,Shop_1,Ahmedabad,2025-02-26,P116,Salt,199,68,13532,70,13930,-398
S013,Shop_13,Pune,2025-06-24,P102,Bread,152,31,4712,27,4104,608
S015,Shop_15,Hyderabad,2025-01-18,P102,Bread,171,71,12141,63,10773,1368
S006,Shop_6,Mumbai,2025-06-19,P107,Rice,48,41,1968,39,1872,96
S009,Shop_9,Kolkata,2025-01-21,P108,Oil,131,47,6157,46,6026,131
S004,Shop_4,Chennai,2025-01-31,P105,Eggs,118,24,2832,11,1298,1534
S003,Shop_3,Delhi,2025-01-03,P109,Sugar,143,78,11154,78,11154,0
S009,Shop_9,Jaipur,2025-01-27,P105,Eggs,32,55,1760,60,1920,-160
S018,Shop_18,Hyderabad,2025-03-03,P118,Flour,80,12,960,3,240,720
S004,Shop_4,Kolkata,2025-02-02,P113,Soap,113,88,9944,82,9266,678
S014,Shop_14,Hyderabad,2025-02-04,P115,Toothpaste,60,29,1740,27,1620,120
S004,Shop_4,Hyderabad,2025-06-04,P104,Cheese,40,71,2840,76,3040,-200
S019,Shop_19,Mumbai,2025-06-22,P101,Milk,133,100,13300,103,13699,-399
S016,Shop_16,Mumbai,2025-06-16,P118,Flour,191,88,16808,82,15662,1146
S019,Shop_19,Bangalore,2025-06-04,P116,Salt,20,40,800,37,740,60
S014,Shop_14,Ahmedabad,2025-04-11,P118,Flour,184,54,9936,47,8648,1288
S016,Shop_16,Hyderabad,2025-02-20,P109,Sugar,37,86,3182,91,3367,-185
S015,Shop_15,Bangalore,2025-02-01,P120,Snacks,18,57,1026,53,954,72
S010,Shop_10,Mumbai,2025-05-17,P108,Oil,39,40,1560,32,1248,312
S020,Shop_20,Chennai,2025-04-09,P115,Toothpaste,166,79,13114,73,12118,996
S002,Shop_2,Delhi,2025-02-08,P111,Coffee,187,28,5236,26,4862,374
S018,Shop_18,Bangalore,2025-01-15,P107,Rice,126,57,7182,54,6804,378
S008,Shop_8,Mumbai,2025-06-28,P107,Rice,44,92,4048,86,3784,264
S017,Shop_17,Hyderabad,2025-03-25,P107,Rice,150,71,10650,57,8550,2100
S019,Shop_19,Mumbai,2025-06-03,P105,Eggs,179,17,3043,2,358,2685
S020,Shop_20,Chennai,2025-05-30,P102,Bread,70,80,5600,83,5810,-210
S010,Shop_10,Hyderabad,2025-01-25,P103,Butter,128,82,10496,80,10240,256
S015,Shop_15,Kolkata,2025-04-29,P112,Biscuits,165,75,12375,68,11220,1155
S001,Shop_1,Jaipur,2025-01-14,P113,Soap,147,52,7644,39,5733,1911
S015,Shop_15,Jaipur,2025-01-07,P120,Snacks,83,55,4565,56,4648,-83
S002,Shop_2,Delhi,2025-06-02,P104,Cheese,101,59,5959,53,5353,606
S001,Shop_1,Mumbai,2025-06-26,P107,Rice,61,47,2867,45,2745,122
S003,Shop_3,Jaipur,2025-06-05,P120,Snacks,50,20,1000,10,500,500
S007,Shop_7,Jaipur,2025-06-10,P103,Butter,113,76,8588,79,8927,-339
S014,Shop_14,Lucknow,2025-06-01,P109,Sugar,163,31,5053,25,4075,978
S020,Shop_20,Lucknow,2025-02-18,P116,Salt,150,47,7050,33,4950,2100
S001,Shop_1,Lucknow,2025-06-12,P119,Detergent,127,36,4572,36,4572,0
S016,Shop_16,Bangalore,2025-01-19,P119,Detergent,199,83,16517,71,14129,2388
S004,Shop_4,Chennai,2025-04-13,P101,Milk,159,90,14310,76,12084,2226
S004,Shop_4,Jaipur,2025-01-15,P118,Flour,168,95,15960,89,14952,1008
S017,Shop_17,Delhi,2025-05-09,P119,Detergent,12,31,372,29,348,24
S005,Shop_5,Delhi,2025-05-01,P116,Salt,143,100,14300,89,12727,1573
S011,Shop_11,Chennai,2025-02-15,P105,Eggs,72,67,4824,71,5112,-288
S017,Shop_17,Mumbai,2025-05-06,P106,Juice,105,86,9030,84,8820,210
S020,Shop_20,Kolkata,2025-06-16,P104,Cheese,73,74,5402,74,5402,0
S001,Shop_1,Bangalore,2025-01-06,P116,Salt,47,99,4653,101,4747,-94
S004,Shop_4,Hyderabad,2025-04-27,P103,Butter,115,46,5290,45,5175,115
S007,Shop_7,Pune,2025-01-02,P107,Rice,113,86,9718,83,9379,339
S002,Shop_2,Chennai,2025-05-23,P101,Milk,74,24,1776,20,1480,296
S002,Shop_2,Chennai,2025-04-27,P102,Bread,17,86,1462,79,1343,119
S003,Shop_3,Kolkata,2025-01-18,P117,Cereal,95,52,4940,41,3895,1045
S009,Shop_9,Lucknow,2025-05-27,P117,Cereal,120,36,4320,33,3960,360
S007,Shop_7,Mumbai,2025-03-01,P110,Tea,70,28,1960,19,1330,630
S018,Shop_18,Kolkata,2025-04-29,P106,Juice,102,55,5610,44,4488,1122
S016,Shop_16,Chennai,2025-02-24,P102,Bread,124,98,12152,95,11780,372
S018,Shop_18,Mumbai,2025-06-21,P105,Eggs,95,84,7980,74,7030,950
S012,Shop_12,Delhi,2025-01-13,P110,Tea,128,37,4736,42,5376,-640
S010,Shop_10,Hyderabad,2025-01-13,P111,Coffee,100,19,1900,9,900,1000
S003,Shop_3,Mumbai,2025-03-29,P118,Flour,12,48,576,52,624,-48
S019,Shop_19,Delhi,2025-02-21,P111,Coffee,74,43,3182,35,2590,592
S010,Shop_10,Hyderabad,2025-06-10,P117,Cereal,131,88,11528,74,9694,1834
S010,Shop_10,Jaipur,2025-05-31,P105,Eggs,132,37,4884,40,5280,-396
S010,Shop_10,Ahmedabad,2025-01-10,P101,Milk,83,29,2407,18,1494,913
S005,Shop_5,Pune,2025-05-26,P103,Butter,152,68,10336,70,10640,-304
S002,Shop_2,Pune,2025-04-12,P107,Rice,15,97,1455,87,1305,150
S018,Shop_18,Chennai,2025-05-30,P111,Coffee,116,55,6380,43,4988,1392
S016,Shop_16,Bangalore,2025-06-23,P120,Snacks,97,52,5044,52,5044,0
S006,Shop_6,Jaipur,2025-04-28,P103,Butter,183,12,2196,15,2745,-549
S014,Shop_14,Jaipur,2025-03-01,P101,Milk,25,53,1325,43,1075,250
S001,Shop_1,Kolkata,2025-02-14,P113,Soap,158,39,6162,39,6162,0
S013,Shop_13,Lucknow,2025-02-26,P119,Detergent,36,20,720,15,540,180
S009,Shop_9,Bangalore,2025-06-20,P112,Biscuits,94,12,1128,6,564,564
S008,Shop_8,Mumbai,2025-04-16,P113,Soap,155,19,2945,10,1550,1395
S014,Shop_14,Lucknow,2025-04-16,P106,Juice,172,63,10836,53,9116,1720
S017,Shop_17,Kolkata,2025-02-06,P107,Rice,138,55,7590,51,7038,552
S014,Shop_14,Mumbai,2025-04-30,P116,Salt,139,85,11815,80,11120,695
S011,Shop_11,Ahmedabad,2025-05-11,P117,Cereal,138,50,6900,40,5520,1380
S016,Shop_16,Lucknow,2025-04-05,P113,Soap,140,52,7280,52,7280,0
S015,Shop_15,Hyderabad,2025-04-23,P119,Detergent,54,81,4374,80,4320,54
S002,Shop_2,Bangalore,2025-06-20,P109,Sugar,25,80,2000,84,2100,-100
S019,Shop_19,Delhi,2025-05-08,P115,Toothpaste,37,96,3552,87,3219,333
S015,Shop_15,Jaipur,2025-02-17,P109,Sugar,81,18,1458,10,810,648
S009,Shop_9,Kolkata,2025-04-24,P102,Bread,184,50,9200,48,8832,368
S007,Shop_7,Kolkata,2025-06-07,P108,Oil,118,46,5428,38,4484,944
S001,Shop_1,Lucknow,2025-04-14,P119,Detergent,44,38,1672,23,1012,660
S002,Shop_2,Hyderabad,2025-03-09,P105,Eggs,200,17,3400,20,4000,-600
S014,Shop_14,Ahmedabad,2025-06-22,P101,Milk,30,67,2010,65,1950,60
S012,Shop_12,Mumbai,2025-02-24,P110,Tea,124,28,3472,14,1736,1736
S016,Shop_16,Bangalore,2025-04-01,P103,Butter,183,70,12810,55,10065,2745
S005,Shop_5,Hyderabad,2025-04-22,P105,Eggs,12,43,516,44,528,-12
S010,Shop_10,Jaipur,2025-03-31,P102,Bread,88,99,8712,93,8184,528
S011,Shop_11,Ahmedabad,2025-04-27,P108,Oil,14,41,574,34,476,98
S012,Shop_12,Ahmedabad,2025-01-01,P112,Biscuits,181,25,4525,15,2715,1810
S003,Shop_3,Lucknow,2025-04-02,P108,Oil,64,19,1216,20,1280,-64
S006,Shop_6,Jaipur,2025-05-11,P120,Snacks,116,67,7772,67,7772,0
S003,Shop_3,Mumbai,2025-04-17,P109,Sugar,89,40,3560,41,3649,-89
S003,Shop_3,Bangalore,2025-05-23,P117,Cereal,180,99,17820,99,17820,0
S009,Shop_9,Lucknow,2025-02-24,P109,Sugar,129,95,12255,100,12900,-645
S001,Shop_1,Chennai,2025-06-09,P116,Salt,127,80,10160,73,9271,889
S010,Shop_10,Bangalore,2025-04-06,P102,Bread,109,87,9483,73,7957,1526
S014,Shop_14,Pune,2025-01-10,P120,Snacks,146,32,4672,17,2482,2190
S019,Shop_19,Chennai,2025-01-17,P102,Bread,20,16,320,10,200,120
S001,Shop_1,Pune,2025-04-25,P112,Biscuits,26,27,702,31,806,-104
S001,Shop_1,Hyderabad,2025-04-24,P115,Toothpaste,171,90,15390,86,14706,684
S020,Shop_20,Hyderabad,2025-06-06,P113,Soap,159,54,8586,49,7791,795
S005,Shop_5,Bangalore,2025-02-05,P118,Flour,18,97,1746,92,1656,90
S019,Shop_19,Mumbai,2025-03-20,P102,Bread,56,92,5152,91,5096,56
S007,Shop_7,Pune,2025-02-21,P109,Sugar,30,74,2220,75,2250,-30
S011,Shop_11,Jaipur,2025-05-11,P105,Eggs,97,89,8633,89,8633,0
S010,Shop_10,Bangalore,2025-02-11,P107,Rice,194,42,8148,31,6014,2134
S013,Shop_13,Kolkata,2025-03-12,P117,Cereal,167,26,4342,11,1837,2505
S004,Shop_4,Hyderabad,2025-01-13,P110,Tea,38,34,1292,29,1102,190
S019,Shop_19,Jaipur,2025-06-22,P105,Eggs,118,26,3068,31,3658,-590
S008,Shop_8,Chennai,2025-01-09,P117,Cereal,166,67,11122,63,10458,664
S005,Shop_5,Ahmedabad,2025-01-05,P109,Sugar,133,26,3458,17,2261,1197
S005,Shop_5,Hyderabad,2025-03-17,P110,Tea,48,11,528,-1,-48,576
S004,Shop_4,Ahmedabad,2025-03-22,P104,Cheese,157,65,10205,53,8321,1884
S011,Shop_11,Kolkata,2025-06-01,P119,Detergent,44,28,1232,31,1364,-132
S015,Shop_15,Chennai,2025-04-22,P104,Cheese,34,73,2482,75,2550,-68
S001,Shop_1,Chennai,2025-03-28,P114,Shampoo,55,82,4510,78,4290,220
S016,Shop_16,Ahmedabad,2025-06-24,P105,Eggs,20,81,1620,80,1600,20
S002,Shop_2,Kolkata,2025-04-18,P101,Milk,186,92,17112,83,15438,1674
S005,Shop_5,Ahmedabad,2025-05-31,P117,Cereal,44,51,2244,50,2200,44
S005,Shop_5,Bangalore,2025-02-03,P113,Soap,188,83,15604,76,14288,1316
S015,Shop_15,Kolkata,2025-04-26,P117,Cereal,68,59,4012,54,3672,340
S012,Shop_12,Chennai,2025-02-12,P101,Milk,74,36,2664,21,1554,1110
S015,Shop_15,Bangalore,2025-05-28,P116,Salt,151,93,14043,85,12835,1208
S018,Shop_18,Hyderabad,2025-02-16,P105,Eggs,43,84,3612,80,3440,172
S001,Shop_1,Chennai,2025-05-24,P115,Toothpaste,55,38,2090,28,1540,550
S012,Shop_12,Delhi,2025-01-12,P103,Butter,163,15,2445,2,326,2119
S012,Shop_12,Pune,2025-01-06,P108,Oil,113,57,6441,45,5085,1356
S018,Shop_18,Ahmedabad,2025-03-06,P109,Sugar,146,35,5110,38,5548,-438
S009,Shop_9,Delhi,2025-04-08,P109,Sugar,72,69,4968,56,4032,936
S012,Shop_12,Bangalore,2025-05-09,P106,Juice,40,20,800,16,640,160
S008,Shop_8,Bangalore,2025-04-19,P109,Sugar,127,33,4191,34,4318,-127
S020,Shop_20,Chennai,2025-01-10,P106,Juice,61,25,1525,21,1281,244
S001,Shop_1,Hyderabad,2025-05-31,P120,Snacks,188,64,12032,54,10152,1880
S010,Shop_10,Lucknow,2025-06-15,P117,Cereal,139,72,10008,67,9313,695
S015,Shop_15,Ahmedabad,2025-02-16,P119,Detergent,171,27,4617,18,3078,1539
S005,Shop_5,Ahmedabad,2025-02-10,P102,Bread,81,64,5184,54,4374,810
S003,Shop_3,Chennai,2025-01-29,P105,Eggs,176,40,7040,31,5456,1584
S006,Shop_6,Lucknow,2025-04-05,P114,Shampoo,135,65,8775,61,8235,540
S012,Shop_12,Hyderabad,2025-04-13,P118,Flour,24,95,2280,91,2184,96
S009,Shop_9,Ahmedabad,2025-06-13,P118,Flour,79,53,4187,58,4582,-395
S020,Shop_20,Hyderabad,2025-01-04,P103,Butter,80,67,5360,54,4320,1040
S010,Shop_10,Delhi,2025-03-05,P111,Coffee,167,88,14696,91,15197,-501
S019,Shop_19,Hyderabad,2025-01-02,P105,Eggs,40,99,3960,92,3680,280
S018,Shop_18,Delhi,2025-02-10,P120,Snacks,88,46,4048,40,3520,528
S014,Shop_14,Jaipur,2025-01-14,P109,Sugar,197,18,3546,6,1182,2364
S019,Shop_19,Ahmedabad,2025-01-10,P112,Biscuits,157,71,11147,67,10519,628
S016,Shop_16,Lucknow,2025-06-13,P112,Biscuits,23,86,1978,82,1886,92
S014,Shop_14,Hyderabad,2025-05-31,P110,Tea,166,89,14774,80,13280,1494
S008,Shop_8,Lucknow,2025-03-29,P119,Detergent,188,88,16544,79,14852,1692
S013,Shop_13,Ahmedabad,2025-02-23,P105,Eggs,78,28,2184,33,2574,-390
S003,Shop_3,Hyderabad,2025-06-21,P117,Cereal,91,81,7371,66,6006,1365
S001,Shop_1,Mumbai,2025-02-09,P115,Toothpaste,80,75,6000,73,5840,160
S016,Shop_16,Jaipur,2025-06-20,P108,Oil,40,70,2800,57,2280,520
S013,Shop_13,Delhi,2025-06-02,P113,Soap,60,86,5160,72,4320,840
S005,Shop_5,Ahmedabad,2025-05-11,P120,Snacks,41,68,2788,62,2542,246
S020,Shop_20,Bangalore,2025-01-10,P114,Shampoo,166,85,14110,84,13944,166
S007,Shop_7,Jaipur,2025-03-30,P110,Tea,115,83,9545,68,7820,1725
S012,Shop_12,Jaipur,2025-02-17,P119,Detergent,151,19,2869,6,906,1963
S008,Shop_8,Jaipur,2025-01-11,P108,Oil,79,67,5293,58,4582,711
S004,Shop_4,Jaipur,2025-02-01,P114,Shampoo,130,11,1430,10,1300,130
S008,Shop_8,Delhi,2025-03-17,P111,Coffee,122,68,8296,64,7808,488
S017,Shop_17,Bangalore,2025-06-25,P107,Rice,95,43,4085,29,2755,1330
S006,Shop_6,Kolkata,2025-06-08,P113,Soap,102,70,7140,74,7548,-408
S008,Shop_8,Mumbai,2025-02-28,P110,Tea,43,58,2494,59,2537,-43
S017,Shop_17,Chennai,2025-03-12,P115,Toothpaste,40,32,1280,37,1480,-200
S009,Shop_9,Chennai,2025-05-31,P105,Eggs,194,79,15326,81,15714,-388
S010,Shop_10,Bangalore,2025-02-04,P116,Salt,166,10,1660,2,332,1328
S010,Shop_10,Bangalore,2025-05-20,P108,Oil,88,30,2640,29,2552,88
S020,Shop_20,Ahmedabad,2025-03-13,P111,Coffee,195,24,4680,19,3705,975
